GVKEY,datadate,fyear,indfmt,consol,popsrc,datafmt,curcd,at,ch,dt,ebit,fincf,ivncf,ni,oancf,tfva,costat
002968,20111231,2011,INDL,C,D,STD,USD,2265792.0000,59602.0000,,51623.0000,107706.0000,-170752.0000,18976.0000,95932.0000,874762.0000,A
002968,20121231,2012,INDL,C,D,STD,USD,2359141.0000,53723.0000,,52889.0000,87707.0000,-119825.0000,21284.0000,25079.0000,882235.0000,A
002968,20131231,2013,INDL,C,D,STD,USD,2415689.0000,39771.0000,,56079.0000,28324.0000,-150501.0000,17923.0000,107953.0000,760327.0000,A
002968,20141231,2014,INDL,C,D,STD,USD,2573126.0000,27831.0000,,52238.0000,118228.0000,-165636.0000,21762.0000,36593.0000,749730.0000,A
002968,20151231,2015,INDL,C,D,STD,USD,2351698.0000,20490.0000,,50744.0000,-187511.0000,106980.0000,24442.0000,73466.0000,624984.0000,A
002968,20161231,2016,INDL,C,D,STD,USD,2490972.0000,23873.0000,,51212.0000,98271.0000,-114949.0000,24733.0000,20196.0000,647381.0000,A
002968,20171231,2017,INDL,C,D,STD,USD,2533600.0000,25827.0000,,58957.0000,,,24441.0000,,,A
002986,20101231,2010,INDL,C,D,STD,USD,670.9930,1.6430,,52.5900,-13.3710,-48.8090,26.0560,61.0050,5.6780,A
002986,20111231,2011,INDL,C,D,STD,USD,709.0660,2.6370,,53.8980,-22.2910,-47.8360,27.6220,71.1210,5.7120,A
002986,20121231,2012,INDL,C,D,STD,USD,733.7460,3.3610,,58.9890,4.6810,-69.8290,28.8630,65.8720,4.3780,A
002986,20131231,2013,INDL,C,D,STD,USD,837.5220,3.3560,,63.4600,41.8450,-114.7810,32.7870,72.9310,3.4830,A
002986,20141231,2014,INDL,C,D,STD,USD,904.4690,4.5740,,69.1600,8.5200,-86.5860,36.0920,79.2840,4.7330,A
002986,20151231,2015,INDL,C,D,STD,USD,1068.5860,2.8550,,76.7720,58.6970,-165.5580,41.1400,105.1420,3.7970,A
002986,20161231,2016,INDL,C,D,STD,USD,1229.2190,4.1780,,83.9660,67.9890,-170.0370,44.6750,103.3710,5.7250,A
002990,20101231,2010,INDL,C,D,STD,USD,2.5250,1.1390,0.179,-19.6360,2.3760,5.2070,-18.8180,-13.3670,0.3960,A
002990,20111231,2011,INDL,C,D,STD,USD,32.6500,20.1460,0.182,-23.0190,52.8360,-11.0870,-23.2230,-22.7420,10.4010,A
002990,20121231,2012,INDL,C,D,STD,USD,25.3590,14.9910,5.071,-22.1420,15.5190,1.6560,-26.5680,-22.3290,8.0380,A
002990,20131231,2013,INDL,C,D,STD,USD,45.6710,5.7180,5.011,-15.2110,29.3880,-29.1900,-8.2510,-9.4710,37.1560,A
002990,20141231,2014,INDL,C,D,STD,USD,66.6950,12.6870,9.707,-23.3300,18.7780,9.5430,-25.4940,-21.3530,24.1730,A
002990,20151231,2015,INDL,C,D,STD,USD,49.0550,9.2650,6.45,-20.8470,4.0820,13.3270,-22.4610,-20.8310,10.8000,A
002990,20161231,2016,INDL,C,D,STD,USD,30.8490,2.6240,2.56,-20.6490,2.6780,9.0610,-22.0540,-18.3800,1.6800,A
002991,20101231,2010,INDL,C,D,STD,USD,184769.0000,14060.0000,11403,25619.0000,-5170.0000,-20915.0000,19024.0000,31359.0000,277.0000,A
002991,20111231,2011,INDL,C,D,STD,USD,209474.0000,15864.0000,9883,38299.0000,-11772.0000,-27489.0000,26895.0000,41098.0000,457.0000,A
002991,20121231,2012,INDL,C,D,STD,USD,232982.0000,20939.0000,12123,35013.0000,-8980.0000,-24796.0000,26179.0000,38812.0000,352.0000,A
002991,20131231,2013,INDL,C,D,STD,USD,253753.0000,16245.0000,20091,27213.0000,-3821.0000,-35609.0000,21423.0000,35002.0000,291.0000,A
002991,20141231,2014,INDL,C,D,STD,USD,266026.0000,12785.0000,24050,19726.0000,-4999.0000,-29893.0000,19241.0000,31475.0000,835.0000,A
002991,20151231,2015,INDL,C,D,STD,USD,266103.0000,11022.0000,35168,-3357.0000,2815.0000,-23808.0000,4587.0000,19456.0000,515.0000,A
002991,20161231,2016,INDL,C,D,STD,USD,260078.0000,6988.0000,41553,-6133.0000,25.0000,-16852.0000,-497.0000,12846.0000,45.0000,A
002999,20101231,2010,INDL,C,D,STD,USD,23.6590,0.7260,0,0.8260,-0.4060,-0.6170,0.6060,1.1790,,A
002999,20111231,2011,INDL,C,D,STD,USD,24.8580,0.7040,0,1.6160,-0.4930,-0.6060,1.2550,1.0780,,A
002999,20121231,2012,INDL,C,D,STD,USD,25.9120,0.3930,0,2.4650,-0.8700,-2.2210,1.7460,2.7790,,A
002999,20131231,2013,INDL,C,D,STD,USD,28.1570,0.4440,0,3.4650,-0.6080,-2.3990,2.4790,3.0580,,A
002999,20141231,2014,INDL,C,D,STD,USD,28.9680,0.2310,0,2.8490,-1.0810,-1.4880,1.9520,2.3570,,A
002999,20151231,2015,INDL,C,D,STD,USD,30.1230,0.8010,0,2.4870,-0.9370,-2.5830,1.6880,4.0900,,A
002999,20161231,2016,INDL,C,D,STD,USD,31.2040,0.3530,0,3.4830,-0.9560,-3.5180,2.3570,4.0270,,A
003007,20100630,2010,INDL,C,D,STD,USD,1852.1040,344.6240,541.377,146.4870,-249.4380,163.4710,137.7040,336.4350,,A
003007,20110630,2011,INDL,C,D,STD,USD,1484.5680,81.9880,524.663,209.7510,-458.0630,-64.5610,141.0600,259.9880,,A
003007,20120630,2012,INDL,C,D,STD,USD,1436.0720,59.1030,615.224,239.2170,-202.9190,-123.4040,151.2320,303.4380,,A
003007,20130630,2013,INDL,C,D,STD,USD,1452.6030,59.3670,807.717,265.1620,-152.5800,-137.8440,163.3590,290.6880,,A
003007,20140630,2014,INDL,C,D,STD,USD,1490.6040,57.6850,860.186,283.4740,-201.3460,-160.1780,154.0390,359.8420,,A
003007,20150630,2015,INDL,C,D,STD,USD,1435.8730,55.1210,974.264,311.9750,-232.8630,-138.3120,196.6940,368.6110,,A
003007,20160630,2016,INDL,C,D,STD,USD,1472.7160,31.4460,1117.512,320.2250,-204.2660,-214.1090,200.7450,394.7000,,A
003007,20170630,2017,INDL,C,D,STD,USD,1413.7000,9.0640,1329.478,268.4700,-235.8520,-99.4160,150.8230,312.8860,,A
003024,20101231,2010,INDL,C,D,STD,USD,50249.0000,70.0000,3975,3236.0000,-2379.0000,46.0000,2174.0000,2352.0000,38069.0000,I
003024,20111231,2011,INDL,C,D,STD,USD,50865.0000,58.0000,3575,2444.0000,-2470.0000,580.0000,1678.0000,1878.0000,38696.0000,I
003024,20121231,2012,INDL,C,D,STD,USD,52184.0000,50.0000,3575,2220.0000,-1335.0000,-972.0000,1545.0000,2299.0000,42313.0000,I
003024,20131231,2013,INDL,C,D,STD,USD,50433.0000,52.0000,3300,3450.0000,-1981.0000,252.0000,2345.0000,1731.0000,41015.0000,I
003024,20141231,2014,INDL,C,D,STD,USD,51286.0000,47.0000,3300,3070.0000,-2002.0000,-156.0000,2100.0000,2153.0000,42062.0000,I
003026,20101231,2010,INDL,C,D,STD,USD,2945.1940,189.2020,249.673,471.2090,-503.7240,-180.4480,270.7170,428.4820,0.9740,A
003026,20111231,2011,INDL,C,D,STD,USD,3117.6000,251.4000,267.1,497.0000,-226.5000,-147.8000,309.6000,437.8000,3.2000,A
003026,20121231,2012,INDL,C,D,STD,USD,4098.1000,343.0000,699.3,548.0000,305.2000,-741.3000,349.8000,523.6000,1.2000,A
003026,20131231,2013,INDL,C,D,STD,USD,4259.7000,496.9000,761,628.7000,-259.8000,-77.1000,394.4000,499.6000,3.2000,A
003026,20141231,2014,INDL,C,D,STD,USD,4381.3000,423.0000,1054.5,646.2000,-306.6000,-288.4000,413.9000,540.3000,5.6000,A
003026,20151231,2015,INDL,C,D,STD,USD,4256.9000,330.0000,793.4,683.1000,-535.0000,-141.2000,410.4000,606.1000,9.4000,A
003026,20161231,2016,INDL,C,D,STD,USD,4354.1000,187.8000,790.4,729.1000,-439.6000,-354.6000,459.0000,655.3000,,A
003028,20101231,2010,INDL,C,D,STD,USD,1017.7190,26.9010,280.192,34.4660,188.3420,-234.9410,16.4460,59.8570,1.7000,A
003028,20111231,2011,INDL,C,D,STD,USD,948.0220,27.3250,127.563,80.0100,-145.6930,-27.0610,64.2780,173.1780,44.1000,A
003028,20121231,2012,INDL,C,D,STD,USD,1114.3370,37.1770,209.728,90.9460,65.4330,-199.9880,58.2760,144.4070,39.0330,A
003028,20131231,2013,INDL,C,D,STD,USD,1352.2610,44.7080,369.191,91.2250,144.4880,-281.8720,54.9000,144.9150,36.9400,A
003028,20141231,2014,INDL,C,D,STD,USD,2360.2740,67.9360,770.355,106.9860,322.0490,-440.3080,46.3570,141.6190,27.4640,A
003028,20151231,2015,INDL,C,D,STD,USD,2277.4440,74.5280,781.782,159.2140,-190.6440,-65.4850,65.1970,264.5260,30.0720,A
003028,20161231,2016,INDL,C,D,STD,USD,2254.4000,48.7000,921.7,178.9000,-201.9000,-50.7000,108.1000,226.8000,34.1000,A
003031,20101231,2010,INDL,C,D,STD,USD,37.4210,5.5650,0.577,-2.4360,-0.3570,-0.3870,-2.3960,1.0710,,I
003031,20111231,2011,INDL,C,D,STD,USD,35.8060,4.2160,0.216,-1.7480,-0.2460,-0.9150,-4.2460,-0.1880,,I
003031,20121231,2012,INDL,C,D,STD,USD,15.1150,2.4830,0.721,-3.7490,0.5040,-0.5460,-22.3010,-1.6910,0.0000,I
003031,20131231,2013,INDL,C,D,STD,USD,50.6520,5.2660,2.721,0.4120,-0.8480,-1.9750,-7.8390,5.4840,0.0000,I
003036,20101231,2010,INDL,C,D,STD,USD,2653.6000,77.3000,2523.6,322.1000,429.8000,-675.5000,28.3000,300.0000,,A
003036,20111231,2011,INDL,C,D,STD,USD,2714.7000,73.7000,2533.6,324.1000,-48.8000,-244.7000,18.6000,289.9000,,A
003036,20121231,2012,INDL,C,D,STD,USD,2872.4000,23.6000,2689.4,292.8000,109.0000,-371.8000,11.2000,212.7000,,A
003036,20131231,2013,INDL,C,D,STD,USD,2107.3000,4.6000,2265.2,232.0000,87.6000,-185.4000,-54.7000,78.8000,471.0000,A
003036,20141231,2014,INDL,C,D,STD,USD,1819.7000,57.9000,1784.2,130.2000,-514.5000,392.6000,75.6000,175.2000,785.0000,A
003036,20151231,2015,INDL,C,D,STD,USD,1454.4000,7.4000,1245.6,143.1000,-544.6000,383.2000,353.7000,110.9000,257.9000,A
003036,20161231,2016,INDL,C,D,STD,USD,1541.0000,9.7000,1206.6,106.0000,-75.4000,-95.5000,102.1000,173.2000,0.0000,A
003062,20110531,2010,INDL,C,D,STD,USD,4351.9400,438.1060,1286.125,440.3430,-20.0380,-298.5930,246.9890,340.8860,525.3260,A
003062,20120531,2011,INDL,C,D,STD,USD,4160.9060,339.8250,1284.802,539.6270,-460.5750,-104.2940,297.6370,469.8620,339.8250,A
003062,20130531,2012,INDL,C,D,STD,USD,4345.6320,352.2730,1309.166,558.3110,-256.0580,-284.1810,315.4420,552.7480,357.9920,A
003062,20140531,2013,INDL,C,D,STD,USD,4462.4520,513.2880,1300.98,611.6340,-429.7350,-16.5430,374.4420,607.9690,513.2880,A
003062,20150531,2014,INDL,C,D,STD,USD,4192.4600,417.0730,1300,696.4070,-712.5600,44.9870,430.6180,580.2760,433.1540,A
003062,20160531,2015,INDL,C,D,STD,USD,4104.3930,139.3570,1300,781.7480,-866.7240,128.3810,693.5200,465.8450,209.7620,A
003062,20170531,2016,INDL,C,D,STD,USD,6844.0570,169.2660,3083.024,852.9150,1578.5020,-2310.3490,480.7080,763.8870,191.4850,A
003071,20101231,2010,INDL,C,D,STD,USD,9965.6450,127.5850,,-151.1260,-1668.4950,1441.5110,-292.9250,191.4320,2088.8640,I
003071,20111231,2011,INDL,C,D,STD,USD,9462.8490,153.4180,,93.4050,-510.1400,356.6140,6.6670,179.3590,1342.0890,I
003071,20121231,2012,INDL,C,D,STD,USD,9586.6830,173.5100,,188.0950,-233.0080,109.9570,372.2750,143.1430,1721.1380,I
003082,20101231,2010,INDL,C,D,STD,USD,21353.1180,126.8820,,397.1720,-574.3160,-383.9300,131.1770,580.0090,6022.7840,I
003082,20111231,2011,INDL,C,D,STD,USD,23666.2910,168.3760,,512.1820,1917.4220,-2715.3180,172.4210,608.0210,7696.1060,I
003082,20121231,2012,INDL,C,D,STD,USD,28618.4920,151.9690,,552.5040,4298.3590,-4390.1210,208.0490,262.3530,9388.5440,I
003082,20131231,2013,INDL,C,D,STD,USD,29717.9510,183.2270,,555.0020,875.0260,-775.0690,230.0090,420.5840,6358.0870,I
003082,20141231,2014,INDL,C,D,STD,USD,32610.3630,336.4700,,616.2160,2576.1430,-3037.6010,255.8190,181.9630,6110.6870,I
003093,20101130,2010,INDL,C,D,STD,USD,1042.4110,117.0220,17.477,144.6490,-62.5260,-20.7170,96.0810,142.2830,1.2580,I
003093,20111130,2011,INDL,C,D,STD,USD,1134.9330,155.9990,17.27,180.9580,-39.9030,-39.0640,124.0030,119.4490,1.1310,I
003093,20121130,2012,INDL,C,D,STD,USD,1205.5020,185.4960,16.592,183.6640,-55.7910,-51.2100,122.9860,135.8490,1.0700,I
003093,20131130,2013,INDL,C,D,STD,USD,1448.8430,411.5620,166.636,183.5910,132.5820,-42.0900,118.0760,135.2410,1.0240,I
003093,20141130,2014,INDL,C,D,STD,USD,1888.7690,94.0640,411.563,225.5730,188.6800,-664.2520,144.0840,156.3460,1.2550,I
003093,20151130,2015,INDL,C,D,STD,USD,1818.4560,101.5290,405.156,203.5770,-110.5570,-33.2410,134.7040,153.7450,1.1470,I
003093,20161130,2016,INDL,C,D,STD,USD,1739.0920,134.8780,285.453,191.5640,-201.9840,-49.0430,139.2660,285.3980,1.0530,I
003107,20101231,2010,INDL,C,D,STD,USD,7778.2000,1566.7000,1915,1332.9000,1087.6000,-1367.7000,1019.9000,1320.0000,1477.7000,A
003107,20111231,2011,INDL,C,D,STD,USD,14541.7000,521.6000,3968.1,2393.5000,1975.1000,-5304.4000,1619.1000,2288.8000,544.2000,A
003107,20121231,2012,INDL,C,D,STD,USD,13574.9000,195.2000,4344.5,696.9000,119.6000,-961.8000,-899.4000,514.5000,205.6000,A
003107,20131231,2013,INDL,C,D,STD,USD,13121.9000,335.5000,3259.4,705.2000,-171.9000,-811.3000,413.5000,1145.9000,165.6000,A
003107,20141231,2014,INDL,C,D,STD,USD,3164.0000,290.9000,3151.4,-8722.5000,-288.3000,-103.6000,-7224.2000,358.9000,67.5000,A
003107,20151231,2015,INDL,C,D,STD,USD,2135.5000,285.2000,2773.5,129.6000,61.0000,-103.2000,-749.3000,37.9000,37.8000,A
003107,20161231,2016,INDL,C,D,STD,USD,1923.9000,323.4000,2230.9,280.5000,-206.4000,-57.9000,174.1000,303.0000,210.1000,A
003107,20171231,2017,INDL,C,D,STD,USD,2953.4000,1007.7000,2304.2,403.8000,503.1000,-160.0000,374.9000,337.9000,,A
003121,20100630,2010,INDL,C,D,STD,USD,4555.0000,87.0000,2424,1097.0000,-706.0000,-231.0000,603.0000,819.0000,1.0000,A
003121,20110630,2011,INDL,C,D,STD,USD,4163.0000,259.0000,2125,936.0000,-1078.0000,544.0000,557.0000,698.0000,5.0000,A
003121,20120630,2012,INDL,C,D,STD,USD,4355.0000,267.0000,2421,906.0000,-321.0000,-277.0000,541.0000,612.0000,1.0000,A
003121,20130630,2013,INDL,C,D,STD,USD,4311.0000,299.0000,2170,966.0000,-685.0000,-55.0000,572.0000,775.0000,4.0000,A
003121,20140630,2014,INDL,C,D,STD,USD,4258.0000,329.0000,2170,958.0000,-592.0000,-138.0000,558.0000,767.0000,32.0000,A
003121,20150630,2015,INDL,C,D,STD,USD,4164.0000,,2105,1000.0000,-696.0000,-106.0000,580.0000,874.0000,335.0000,A
003121,20160630,2016,INDL,C,D,STD,USD,4518.0000,401.0000,1803,1056.0000,-316.0000,-430.0000,648.0000,778.0000,368.0000,A
003121,20170630,2017,INDL,C,D,STD,USD,4573.0000,418.0000,1794,1117.0000,-645.0000,-205.0000,701.0000,868.0000,409.0000,A
003129,20101231,2010,INDL,C,D,STD,USD,47.7820,4.8400,10.113,1.2850,0.4300,-0.2660,0.1520,-1.5670,3.8640,I
003129,20111231,2011,INDL,C,D,STD,USD,47.7360,4.1800,10.895,-0.5440,0.8010,-0.4300,-0.8860,-0.7310,3.1900,I
003129,20121231,2012,INDL,C,D,STD,USD,49.6590,1.9420,10.933,-2.1330,0.0280,-0.5310,-2.0140,-2.0750,1.2830,I
003129,20131231,2013,INDL,C,D,STD,USD,46.2440,2.1400,9.299,0.0620,-1.6550,-0.5420,-0.6370,3.0280,1.6230,I
003129,20141231,2014,INDL,C,D,STD,USD,49.7670,0.4470,11.681,0.0790,2.5130,-0.3180,-0.5230,-3.1720,0.0000,I
003138,20101231,2010,INDL,C,D,STD,USD,1307.6220,45.8720,582.324,95.4180,-28.0370,-41.9880,36.0570,98.1270,16.6170,A
003138,20111231,2011,INDL,C,D,STD,USD,1361.1700,90.7580,597.273,87.5300,-13.8800,-50.8840,28.6080,109.6500,10.7090,A
003138,20121231,2012,INDL,C,D,STD,USD,1283.4740,10.3990,492.967,88.9610,-113.9610,-49.5700,27.2170,83.1720,13.5110,A
003138,20131231,2013,INDL,C,D,STD,USD,1276.1560,11.7610,463.555,85.6610,-39.7160,-55.2960,27.6750,96.3740,17.0980,A
003138,20141231,2014,INDL,C,D,STD,USD,1433.0760,9.0950,503.809,85.9670,29.6820,-124.2510,31.3540,91.9030,18.5800,A
003138,20151231,2015,INDL,C,D,STD,USD,1850.8160,55.4980,679.663,98.1440,155.4560,-217.3430,59.0020,108.2900,20.7550,A
003138,20161231,2016,INDL,C,D,STD,USD,2449.4840,21.8500,955.975,131.8590,256.3830,-452.0260,50.1460,161.9950,26.1920,A
003144,20101231,2010,INDL,C,D,STD,USD,72921.0000,8517.0000,15317,9587.0000,-3465.0000,-4405.0000,11809.0000,9532.0000,725.0000,A
003144,20111231,2011,INDL,C,D,STD,USD,79974.0000,12803.0000,15697,10929.0000,-2234.0000,-2524.0000,8572.0000,9474.0000,2001.0000,A
003144,20121231,2012,INDL,C,D,STD,USD,86174.0000,8442.0000,16313,11224.0000,-3347.0000,-11404.0000,9019.0000,10645.0000,5373.0000,A
003144,20131231,2013,INDL,C,D,STD,USD,90055.0000,10414.0000,20178,11128.0000,-3745.0000,-4214.0000,8584.0000,10542.0000,5903.0000,A
003144,20141231,2014,INDL,C,D,STD,USD,92023.0000,8958.0000,22615,10559.0000,-3631.0000,-7506.0000,7098.0000,10615.0000,9581.0000,A
003144,20151231,2015,INDL,C,D,STD,USD,90093.0000,7309.0000,31084,10340.0000,-5113.0000,-6186.0000,7351.0000,10528.0000,9560.0000,A
003144,20161231,2016,INDL,C,D,STD,USD,87270.0000,8555.0000,33211,10174.0000,-6545.0000,-999.0000,6527.0000,8796.0000,7310.0000,A
003153,20101231,2010,INDL,C,D,STD,USD,3157.5270,66.1180,193.384,74.9000,9.4680,-131.6950,-91.3080,165.5630,12.0830,A
003153,20111231,2011,INDL,C,D,STD,USD,3264.4410,175.0120,148.463,306.7960,-146.3180,-160.9610,93.4990,416.1730,92.0880,A
003153,20121231,2012,INDL,C,D,STD,USD,3221.4010,125.4400,59.443,153.5450,-188.0910,-133.1150,48.6770,271.6340,29.0070,A
003153,20131231,2013,INDL,C,D,STD,USD,2885.9780,206.6900,308.635,-812.8130,154.2720,-186.4890,-650.5630,113.4660,14.6560,A
003153,20141231,2014,INDL,C,D,STD,USD,1546.2310,270.8610,478.397,-1565.9820,92.9780,-81.7340,-1155.8840,52.9270,10.0020,A
003153,20151231,2015,INDL,C,D,STD,USD,1332.4890,200.7140,490.41,-350.8300,29.0080,-211.2930,-367.1830,113.5420,2.7660,A
003153,20161231,2016,INDL,C,D,STD,USD,1318.9090,162.1820,210.896,69.1040,-80.2280,-83.4430,55.3520,125.8170,4.4880,A
003157,20100930,2010,INDL,C,D,STD,USD,803.1040,245.3800,0.051,63.4970,-10.1930,-11.9280,36.9160,78.8130,253.7530,A
003157,20110930,2011,INDL,C,D,STD,USD,843.2660,167.0610,0.034,113.2020,-64.1300,-85.6670,93.2380,86.6760,193.5300,A
003157,20120930,2012,INDL,C,D,STD,USD,880.7720,67.7610,0.019,93.4900,-14.9990,-142.9440,62.9620,64.7710,204.9920,A
003157,20130930,2013,INDL,C,D,STD,USD,966.4780,110.4440,0.002,87.2880,-11.6860,-70.6650,66.3550,115.5220,195.2700,A
003157,20140930,2014,INDL,C,D,STD,USD,999.3750,91.2170,0,76.8660,2.8960,-109.7830,59.1060,91.3790,261.8830,A
003157,20150930,2015,INDL,C,D,STD,USD,968.9470,130.6070,0,103.7420,-73.0210,3.1670,76.4090,124.4580,217.3540,A
003157,20160930,2016,INDL,C,D,STD,USD,1161.1480,354.3470,0,137.8250,17.2040,103.4440,87.5020,105.2990,298.0360,A
003157,20170930,2017,INDL,C,D,STD,USD,2337.8000,443.0660,594.079,372.4820,505.9880,-810.2880,207.1220,384.1160,150.4380,A
003158,20101231,2010,INDL,C,D,STD,USD,366.0430,45.9210,0,29.6770,-1.8280,-9.7770,24.6440,19.5150,98.1750,A
003158,20111231,2011,INDL,C,D,STD,USD,361.6080,53.2620,0,17.3360,-3.8640,-0.8060,15.7190,12.2380,105.0020,A
003158,20121231,2012,INDL,C,D,STD,USD,334.8730,102.8080,0,-11.8140,-5.7630,41.1660,-12.2430,13.1690,110.2290,A
003158,20131231,2013,INDL,C,D,STD,USD,345.4230,51.6680,0,-32.0930,-3.1520,-51.3260,-33.4180,3.4170,52.8680,A
003158,20141231,2014,INDL,C,D,STD,USD,348.8180,70.8850,0,17.1760,-4.1760,8.6370,8.7080,19.6780,72.0400,A
003158,20151231,2015,INDL,C,D,STD,USD,345.3460,115.3700,0,6.0040,-4.9820,31.0340,0.2500,21.4800,117.0220,A
003158,20161231,2016,INDL,C,D,STD,USD,345.5120,96.0450,0,9.5280,-6.7070,-32.9160,3.0390,24.5480,128.0350,A
003169,20131231,2013,INDL,C,D,STD,USD,333.6850,208.9310,0,-23.8990,105.9180,-57.7940,-26.0710,144.5440,275.2360,A
003169,20141231,2014,INDL,C,D,STD,USD,247.8420,28.1380,0,-50.6240,2.0820,-98.3640,-50.0100,-84.5110,212.2880,A
003169,20151231,2015,INDL,C,D,STD,USD,237.8870,38.4440,0,-85.5570,1.7780,83.6660,-85.4070,-75.1380,118.8350,A
003169,20161231,2016,INDL,C,D,STD,USD,195.4820,36.9530,0,-103.3870,65.1480,-29.7030,-103.1020,-36.9360,147.6200,A
003170,20101231,2010,INDL,C,D,STD,USD,11172.0000,490.0000,3376,3768.0000,-2624.0000,-658.0000,2203.0000,3211.0000,110.0000,A
003170,20111231,2011,INDL,C,D,STD,USD,12724.0000,878.0000,4776,3858.0000,-1242.0000,-1213.0000,2431.0000,2896.0000,148.0000,A
003170,20121231,2012,INDL,C,D,STD,USD,13394.0000,884.0000,5176,3998.0000,-2301.0000,-865.0000,2472.0000,3196.0000,,A
003170,20131231,2013,INDL,C,D,STD,USD,13876.0000,962.0000,5644,4130.0000,-2142.0000,-890.0000,2241.0000,3204.0000,,A
003170,20141231,2014,INDL,C,D,STD,USD,13459.0000,1089.0000,6132,4186.0000,-2170.0000,-859.0000,2180.0000,3298.0000,,A
003170,20151231,2015,INDL,C,D,STD,USD,11958.0000,970.0000,6567,3986.0000,-2276.0000,-685.0000,1384.0000,2949.0000,,A
003170,20161231,2016,INDL,C,D,STD,USD,12123.0000,1315.0000,6520,3964.0000,-2233.0000,-499.0000,2441.0000,3141.0000,59.0000,A
003203,20100831,2010,INDL,C,D,STD,USD,123.2010,17.3400,17.067,17.1980,11.6640,-17.3050,12.5160,11.3220,0.6110,A
003203,20110831,2011,INDL,C,D,STD,USD,128.9090,14.9820,12.667,15.9430,-7.7290,-4.1720,10.9310,9.3030,0.7400,A
003203,20120831,2012,INDL,C,D,STD,USD,216.4870,15.1800,70.073,19.2000,53.5080,-67.0900,9.3380,13.9460,0.8740,A
003203,20130831,2013,INDL,C,D,STD,USD,224.3600,29.9970,64.436,27.5050,-9.6140,-3.5800,17.2140,28.1570,1.0940,A
003203,20140831,2014,INDL,C,D,STD,USD,245.5450,53.2220,58.878,36.1730,-10.5010,4.4430,26.6310,28.6060,1.2560,A
003203,20150831,2015,INDL,C,D,STD,USD,257.8970,43.8190,51.839,42.8940,-13.4980,-35.7130,26.3180,40.9590,1.4100,A
003203,20160831,2016,INDL,C,D,STD,USD,262.8190,73.4110,43.4,48.2050,-15.2990,-0.6120,32.8070,48.8330,1.6370,A
003203,20170831,2017,INDL,C,D,STD,USD,254.7380,47.3540,0,58.7880,-52.7960,-25.1020,42.0140,51.9320,0.9640,A
003221,20101231,2010,INDL,C,D,STD,USD,28982.0000,346.0000,4506,1496.0000,1838.0000,-2558.0000,706.0000,787.0000,2807.0000,A
003221,20111231,2011,INDL,C,D,STD,USD,29552.0000,272.0000,4442,1769.0000,-896.0000,-186.0000,979.0000,1018.0000,2600.0000,A
003221,20121231,2012,INDL,C,D,STD,USD,30486.0000,291.0000,4115,1738.0000,-1586.0000,177.0000,993.0000,1419.0000,2363.0000,A
003221,20131231,2013,INDL,C,D,STD,USD,30251.0000,477.0000,4389,1826.5000,-1016.0000,-339.0000,1113.0000,1633.0000,2181.0000,A
003221,20141231,2014,INDL,C,D,STD,USD,29772.0000,374.0000,5414,2001.0000,-1133.0000,-545.0000,1397.0000,1642.0000,1914.0000,A
003221,20151231,2015,INDL,C,D,STD,USD,27164.0000,384.0000,5687,2024.0000,-1689.0000,-138.0000,1385.0000,2009.0000,1439.0000,A
003221,20161231,2016,INDL,C,D,STD,USD,26615.0000,431.0000,5876,2149.0000,-1286.0000,-954.0000,1396.0000,2326.0000,1396.0000,A
003221,20171231,2017,INDL,C,D,STD,USD,26088.0000,756.0000,5667,2165.0000,-3265.0000,2787.0000,1226.0000,734.0000,,A
003226,20101231,2010,INDL,C,D,STD,USD,118534.0000,5984.0000,31415,8136.0000,-155.0000,-5711.0000,3635.0000,11179.0000,3047.0000,A
003226,20101231,2010,INDL,C,D,STD,USD,118534.0000,5984.0000,31415,8136.0000,-155.0000,-5711.0000,3635.0000,11179.0000,3047.0000,A
003226,20111231,2011,INDL,C,D,STD,USD,157818.0000,1620.0000,39309,10876.0000,-6201.0000,-12508.0000,4160.0000,14345.0000,3284.0000,A
003226,20111231,2011,INDL,C,D,STD,USD,157818.0000,1620.0000,39309,10876.0000,-6201.0000,-12508.0000,4160.0000,14345.0000,3284.0000,A
003226,20121231,2012,INDL,C,D,STD,USD,164971.0000,10951.0000,40458,12179.0000,-4037.0000,-1486.0000,6203.0000,14854.0000,4739.0000,A
003226,20121231,2012,INDL,C,D,STD,USD,164971.0000,10951.0000,40458,12179.0000,-4037.0000,-1486.0000,6203.0000,14854.0000,4739.0000,A
003226,20131231,2013,INDL,C,D,STD,USD,158813.0000,1718.0000,47847,13637.0000,-13879.0000,-9514.0000,6816.0000,14160.0000,4536.0000,A
003226,20131231,2013,INDL,C,D,STD,USD,158813.0000,1718.0000,47847,13637.0000,-13879.0000,-9514.0000,6816.0000,14160.0000,4536.0000,A
003226,20141231,2014,INDL,C,D,STD,USD,159339.0000,3910.0000,48234,15141.0000,-6020.0000,-8733.0000,8380.0000,16945.0000,810.0000,A
003226,20141231,2014,INDL,C,D,STD,USD,159339.0000,3910.0000,48234,15141.0000,-6020.0000,-8733.0000,8380.0000,16945.0000,810.0000,A
003226,20151231,2015,INDL,C,D,STD,USD,166574.0000,2295.0000,52621,16196.0000,-8429.0000,-11964.0000,8163.0000,18778.0000,225.0000,A
