GVKEY,datadate,fyear,indfmt,consol,popsrc,datafmt,curcd,at,ch,dt,ebit,fincf,ivncf,ni,oancf,tfva,costat
144559,20121231,2012,INDL,C,D,STD,USD,9012.4000,884.3000,1820.8,1318.6000,-436.5000,-592.1000,755.0000,1151.9000,978.0000,A
144559,20131231,2013,INDL,C,D,STD,USD,9580.6000,1080.6000,1672.3,1369.8000,-467.3000,-282.5000,761.0000,963.1000,892.7000,A
144559,20141231,2014,INDL,C,D,STD,USD,9634.7000,1083.3000,1425.5,1433.9000,-562.4000,-469.4000,720.1000,1052.8000,1018.4000,A
144559,20151231,2015,INDL,C,D,STD,USD,27219.5000,1459.3000,11556.3,1655.6000,7139.8000,-7557.9000,147.0000,816.7000,396.8000,A
144559,20161231,2016,INDL,C,D,STD,USD,26684.4000,634.1000,11241.4,1906.8000,-743.2000,-1691.5000,305.9000,1632.2000,69.3000,A
144567,20101231,2010,INDL,C,D,STD,USD,152.4550,12.1940,,0.1580,18.3610,-16.3770,-1.3700,0.9290,1.7500,I
144567,20111231,2011,INDL,C,D,STD,USD,145.9700,18.1680,,-0.8440,-3.5940,7.0680,-2.7380,0.6200,3.9360,I
144567,20121231,2012,INDL,C,D,STD,USD,121.4470,6.9140,,1.3530,-24.3890,9.6050,-0.1720,1.4400,1.2500,I
144620,20101031,2010,INDL,C,D,STD,USD,,,,,,,,,,A
144620,20111031,2011,INDL,C,D,STD,USD,,,,,,,,,,A
144620,20121031,2012,INDL,C,D,STD,USD,,,,,,,,,,A
144620,20131031,2013,INDL,C,D,STD,USD,,,,,,,,,,A
144620,20141031,2014,INDL,C,D,STD,USD,,,,,,,,,,A
144620,20151031,2015,INDL,C,D,STD,USD,,,,,,,,,,A
144620,20161031,2016,INDL,C,D,STD,USD,,,,,,,,,,A
144620,20171031,2017,INDL,C,D,STD,USD,,,,,,,,,,A
144621,20101031,2010,INDL,C,D,STD,USD,,,,,,,,,,A
144621,20111031,2011,INDL,C,D,STD,USD,,,,,,,,,,A
144621,20121031,2012,INDL,C,D,STD,USD,,,,,,,,,,A
144621,20131031,2013,INDL,C,D,STD,USD,,,,,,,,,,A
144621,20141031,2014,INDL,C,D,STD,USD,,,,,,,,,,A
144621,20151031,2015,INDL,C,D,STD,USD,,,,,,,,,,A
144621,20161031,2016,INDL,C,D,STD,USD,,,,,,,,,,A
144621,20171031,2017,INDL,C,D,STD,USD,,,,,,,,,,A
144622,20101031,2010,INDL,C,D,STD,USD,,,,,,,,,,A
144622,20111031,2011,INDL,C,D,STD,USD,,,,,,,,,,A
144622,20121031,2012,INDL,C,D,STD,USD,,,,,,,,,,A
144622,20131031,2013,INDL,C,D,STD,USD,,,,,,,,,,A
144622,20141031,2014,INDL,C,D,STD,USD,,,,,,,,,,A
144622,20151031,2015,INDL,C,D,STD,USD,,,,,,,,,,A
144622,20161031,2016,INDL,C,D,STD,USD,,,,,,,,,,A
144622,20171031,2017,INDL,C,D,STD,USD,,,,,,,,,,A
144623,20101031,2010,INDL,C,D,STD,USD,,,,,,,,,,A
144623,20111031,2011,INDL,C,D,STD,USD,,,,,,,,,,A
144623,20121031,2012,INDL,C,D,STD,USD,,,,,,,,,,A
144623,20131031,2013,INDL,C,D,STD,USD,,,,,,,,,,A
144623,20141031,2014,INDL,C,D,STD,USD,,,,,,,,,,A
144623,20151031,2015,INDL,C,D,STD,USD,,,,,,,,,,A
144623,20161031,2016,INDL,C,D,STD,USD,,,,,,,,,,A
144623,20171031,2017,INDL,C,D,STD,USD,,,,,,,,,,A
144624,20101031,2010,INDL,C,D,STD,USD,,,,,,,,,,A
144624,20111031,2011,INDL,C,D,STD,USD,,,,,,,,,,A
144624,20121031,2012,INDL,C,D,STD,USD,,,,,,,,,,A
144624,20131031,2013,INDL,C,D,STD,USD,,,,,,,,,,A
144624,20141031,2014,INDL,C,D,STD,USD,,,,,,,,,,A
144624,20151031,2015,INDL,C,D,STD,USD,,,,,,,,,,A
144624,20161031,2016,INDL,C,D,STD,USD,,,,,,,,,,A
144624,20171031,2017,INDL,C,D,STD,USD,,,,,,,,,,A
144640,20101231,2010,INDL,C,D,STD,USD,1486.3000,21.3000,543.8,129.0000,-4.4000,-68.9000,38.1000,9.9000,0.0000,A
144640,20111231,2011,INDL,C,D,STD,USD,1419.4000,11.4000,458.6,148.4000,136.9000,34.3000,67.9000,-181.1000,0.0000,A
144640,20121231,2012,INDL,C,D,STD,USD,1661.4000,6.2000,466,184.9000,129.0000,-113.5000,82.2000,-20.7000,0.0000,A
144640,20131231,2013,INDL,C,D,STD,USD,1888.6000,5.4000,554.4,233.9000,74.0000,-125.5000,109.1000,50.7000,,A
144640,20141231,2014,INDL,C,D,STD,USD,2192.0000,2.9000,707.4,269.2000,144.1000,-230.8000,111.6000,84.2000,,A
144640,20151231,2015,INDL,C,D,STD,USD,2305.9000,2.8000,954.3,301.4000,-93.6000,-61.9000,169.2000,155.4000,,A
144640,20161231,2016,INDL,C,D,STD,USD,2336.1000,3.4000,926.7,295.5000,-146.6000,4.9000,167.2000,142.3000,,A
144727,20101231,2010,INDL,C,D,STD,USD,56.4630,3.1040,35.452,-1.0050,-1.3590,-0.6990,-4.5250,3.4190,,A
144727,20111231,2011,INDL,C,D,STD,USD,60.9320,2.1290,46.345,0.2700,6.4150,-9.2580,-4.6000,1.8670,,A
144727,20121231,2012,INDL,C,D,STD,USD,71.7670,2.5670,53.776,2.3090,14.5710,-18.1720,-4.1050,4.0390,,A
144727,20131231,2013,INDL,C,D,STD,USD,66.7690,2.6780,46.866,2.4700,2.0030,-10.6340,-3.4500,8.7420,0.0000,A
144727,20141231,2014,INDL,C,D,STD,USD,69.8610,1.9740,53.767,1.7810,3.9080,-9.7590,-3.0620,5.1480,0.0000,A
144727,20151231,2015,INDL,C,D,STD,USD,76.5570,3.6590,59.588,4.1330,5.2160,-13.7030,-0.2630,10.1720,0.0000,A
144727,20161231,2016,INDL,C,D,STD,USD,74.6540,4.4140,62.413,-0.5840,3.3520,-6.9550,-4.7200,4.3570,0.0000,A
144809,20101231,2010,INDL,C,D,STD,USD,300.0100,0.0040,30.227,-25.3300,20.7400,-55.6200,-16.0680,34.8780,,I
144809,20111231,2011,INDL,C,D,STD,USD,342.0110,0.0070,68.003,-9.2820,37.2140,-71.1630,-5.3510,33.9520,,I
144887,20121231,2012,INDL,C,D,STD,USD,7.5700,7.3460,2.938,-43.8250,30.1470,-0.0310,-67.3200,-22.7540,,A
144887,20131231,2013,INDL,C,D,STD,USD,18.7840,18.4990,0.288,-55.4730,48.9520,0.0010,-65.7890,-37.8000,0.0000,A
144887,20141231,2014,INDL,C,D,STD,USD,58.4410,13.3900,24.728,-101.1430,85.8190,-36.3520,-135.6340,-54.5760,0.0000,A
144887,20151231,2015,INDL,C,D,STD,USD,70.7970,21.8130,21.731,-126.2840,94.2380,-6.7510,-114.7410,-78.6080,0.0000,A
144998,20101231,2010,INDL,C,D,STD,USD,56.6720,0.5610,6.512,8.4460,-0.8820,-0.8090,4.8880,1.7570,,A
144998,20111231,2011,INDL,C,D,STD,USD,127.6410,74.0070,2.129,2.8640,68.0260,-1.1910,0.7590,6.6110,,A
144998,20121231,2012,INDL,C,D,STD,USD,413.2080,252.2930,109.447,-25.0640,267.2290,-64.6670,-20.3390,-24.3000,239.4430,A
144998,20131231,2013,INDL,C,D,STD,USD,780.2410,21.5240,183.669,-42.7250,305.7870,-470.2540,-48.5300,-66.3020,1.5770,A
144998,20141231,2014,INDL,C,D,STD,USD,2761.2000,644.1000,593.9,-12.3000,1502.2000,-858.3000,-63.6000,-21.3000,,A
144998,20151231,2015,INDL,C,D,STD,USD,12643.2000,289.8000,5407.9,175.9000,3644.9000,-4085.4000,-191.1000,90.8000,83.4000,A
144998,20161231,2016,INDL,C,D,STD,USD,11698.4000,373.4000,4868,581.6000,-680.8000,142.0000,69.0000,625.4000,161.0000,A
145024,20100930,2010,INDL,C,D,STD,USD,270.5180,,17.94,23.6390,-84.0430,0.0000,16.3940,86.5010,257.1090,A
145024,20110930,2011,INDL,C,D,STD,USD,317.6240,,100.012,21.5080,67.3700,0.0000,-21.0990,-68.3720,302.9470,A
145024,20120930,2012,INDL,C,D,STD,USD,293.4020,10.1550,100.948,27.3520,-22.8020,0.0000,-8.0080,26.2250,273.9600,A
145024,20130930,2013,INDL,C,D,STD,USD,295.0910,13.9000,85.599,25.5230,-28.0930,0.0000,32.2190,32.1360,256.8780,A
145024,20140930,2014,INDL,C,D,STD,USD,301.4290,6.3140,99.013,25.1810,-8.0590,0.0000,11.2330,0.4730,281.2860,A
145024,20150930,2015,INDL,C,D,STD,USD,382.4820,3.8080,188.3,26.7500,71.9730,0.0000,8.4840,-74.4790,365.8910,A
145024,20160930,2016,INDL,C,D,STD,USD,337.1780,6.1520,132.3,27.5790,-57.6790,0.0000,11.3670,60.0230,322.1140,A
145024,20170930,2017,INDL,C,D,STD,USD,365.8600,5.0120,142.964,29.7520,11.7380,0.0000,17.1800,-12.8780,349.9770,A
145041,20101231,2010,INDL,C,D,STD,USD,392.3560,5.6200,51.807,36.5240,-14.3880,-15.6240,20.5620,29.8670,,A
145041,20111231,2011,INDL,C,D,STD,USD,394.0640,4.9000,68.238,19.1670,9.0500,-11.9880,11.6730,2.2180,,A
145041,20121231,2012,INDL,C,D,STD,USD,406.6600,7.6350,52.036,25.9720,-24.2190,-12.6500,14.9150,39.6040,,A
145041,20131231,2013,INDL,C,D,STD,USD,441.8880,9.4000,46.18,48.7270,-2.4870,-22.0350,27.9460,26.2870,,A
145041,20141231,2014,INDL,C,D,STD,USD,455.5760,11.5030,68.664,26.5750,-3.9670,-22.4650,14.8760,28.5350,,A
145041,20151231,2015,INDL,C,D,STD,USD,445.0290,7.1190,58.673,28.5390,-19.4620,-24.5670,15.2970,39.6450,,A
145041,20161231,2016,INDL,C,D,STD,USD,433.5790,7.8950,13.325,29.4870,-58.7860,-14.1090,16.8860,73.6710,,A
145042,20110331,2010,INDL,C,D,STD,USD,491.1880,30.3780,0,26.9960,10.6080,-91.9370,18.5240,50.4690,116.5570,I
145042,20120331,2011,INDL,C,D,STD,USD,705.5880,60.6420,0,43.6840,29.8400,-92.4200,25.2930,92.8440,188.5360,I
145042,20130331,2012,INDL,C,D,STD,USD,877.7070,57.8290,0,49.0760,20.8270,-105.4670,22.1630,81.8270,215.2180,I
145042,20140331,2013,INDL,C,D,STD,USD,1041.3350,23.1290,0,43.4090,14.1760,-125.5780,24.7520,76.7020,188.0750,I
145042,20141231,2014,INDL,C,D,STD,USD,1126.3660,72.9360,0,23.3300,-44.6170,29.2520,-1.6990,65.1720,88.0200,I
145042,20151231,2015,INDL,C,D,STD,USD,1979.8660,71.8250,552.918,57.8560,628.6300,-791.6750,-119.0140,161.9340,72.2440,I
145042,20161231,2016,INDL,C,D,STD,USD,2036.8780,91.1510,585.454,77.8300,-91.3750,-1.8580,91.2380,112.5590,92.1950,I
145043,20101231,2010,INDL,C,D,STD,USD,222.2000,34.6190,0.412,11.2680,3.6730,-47.3870,8.4780,31.6840,15.0540,I
145043,20111231,2011,INDL,C,D,STD,USD,248.2650,24.2850,0.259,13.3810,6.4170,-36.5350,11.9780,19.9290,21.2280,I
145043,20121231,2012,INDL,C,D,STD,USD,274.3140,35.4420,0.116,15.3260,3.3280,-20.0590,14.3500,27.8280,32.8460,I
145046,20101231,2010,INDL,C,D,STD,USD,50166.9000,1788.8000,8853.7,4834.3000,-3169.3000,-1271.5000,2887.1000,1416.7000,19952.5000,A
145046,20111231,2011,INDL,C,D,STD,USD,52018.8000,2201.6000,9695.4,4388.2000,-2019.2000,-942.0000,2646.7000,3374.4000,20025.4000,A
145046,20121231,2012,INDL,C,D,STD,USD,58955.4000,2484.6000,14727.9,4573.7000,2088.9000,-4551.6000,2655.5000,2744.6000,19953.2000,A
145046,20131231,2013,INDL,C,D,STD,USD,59574.5000,1582.1000,14091.6,4613.2000,-1717.8000,-2234.4000,2489.7000,3052.3000,20931.7000,A
145046,20141231,2014,INDL,C,D,STD,USD,62065.0000,2151.7000,14752.2,5049.9000,-1822.5000,-974.9000,2569.7000,3369.3000,22243.3000,A
145046,20151231,2015,INDL,C,D,STD,USD,61717.8000,2113.5000,15324.5,5274.7000,-2997.4000,-1151.5000,2560.0000,4116.0000,21130.6000,A
145046,20161231,2016,INDL,C,D,STD,USD,65083.1000,4075.3000,15286.9,5278.4000,-732.9000,-513.9000,2469.8000,3204.5000,22587.7000,A
145046,20171231,2017,INDL,C,D,STD,USD,70540.0000,3608.9000,18656.8,5354.0000,426.9000,-5082.4000,3842.8000,4184.8000,,A
145049,20110131,2010,INDL,C,D,STD,USD,5063.8000,710.8000,249,662.6000,-555.6000,-240.1000,408.0000,591.2000,17.1000,A
145049,20120131,2011,INDL,C,D,STD,USD,4847.4000,655.0000,0,639.9000,-492.6000,-201.6000,339.9000,624.7000,20.1000,A
145049,20130131,2012,INDL,C,D,STD,USD,4133.6000,635.8000,0,630.3000,-498.5000,-152.7000,-269.7000,632.4000,11.7000,A
145049,20140131,2013,INDL,C,D,STD,USD,4091.4000,536.2000,4,559.6000,-350.6000,-207.5000,354.2000,762.7000,8.5000,A
145049,20150131,2014,INDL,C,D,STD,USD,4246.3000,610.1000,350.6,633.1000,-131.2000,-235.9000,393.1000,480.5000,63.4000,A
145049,20160131,2015,INDL,C,D,STD,USD,4334.9000,450.4000,350,653.8000,-346.2000,-444.6000,402.8000,656.8000,50.8000,A
145049,20170131,2016,INDL,C,D,STD,USD,4975.9000,669.4000,815,557.7000,238.7000,-578.0000,353.2000,537.1000,25.8000,A
145080,20101231,2010,INDL,C,D,STD,USD,52.4210,20.4590,0,-6.2350,-0.0400,6.7100,-6.2140,0.2290,9.7880,A
145080,20111231,2011,INDL,C,D,STD,USD,50.0270,24.0390,0,-3.6740,0.1000,2.5150,-3.3420,0.9650,6.4130,A
145080,20121231,2012,INDL,C,D,STD,USD,44.9090,19.5140,0,-5.0980,-0.7280,-2.7150,-4.9240,-1.0820,7.6790,A
145080,20131231,2013,INDL,C,D,STD,USD,41.4510,18.7440,0.488,0.3310,-3.7370,0.7660,0.2640,2.2010,7.6730,A
145080,20141231,2014,INDL,C,D,STD,USD,41.9010,14.0510,0.767,3.3740,-3.8940,-5.0790,2.4750,4.2800,4.6450,A
145080,20151231,2015,INDL,C,D,STD,USD,64.1130,15.8680,1.567,4.2470,-4.1020,2.1990,21.6400,3.7200,3.7180,A
145080,20161231,2016,INDL,C,D,STD,USD,106.2630,2.2030,22.547,5.2800,4.6120,-29.1110,14.3020,10.8340,1.1720,A
145186,20131231,2013,INDL,C,D,STD,USD,685.4860,213.3520,207.271,25.7760,156.8160,-1.9770,146.6480,-22.5810,,I
145186,20141231,2014,INDL,C,D,STD,USD,805.3100,174.7560,291.144,36.7720,70.3060,-2.9770,21.5970,-105.9250,,I
145186,20151231,2015,INDL,C,D,STD,USD,861.6360,135.3080,284.046,55.6920,-0.3590,-3.0070,35.4000,-36.0820,,I
145308,20101231,2010,INDL,C,D,STD,USD,1091.9870,40.5340,1365.085,394.8450,-256.8120,-28.6460,194.2350,281.4840,0.0000,A
145308,20111231,2011,INDL,C,D,STD,USD,1121.6280,47.4690,1051.801,546.3280,-351.9620,-45.2100,304.8670,401.8890,0.0000,A
145308,20121231,2012,INDL,C,D,STD,USD,1218.6070,70.2150,2406.364,494.3050,-211.1200,-109.4560,257.4260,349.3910,0.0000,A
145308,20131231,2013,INDL,C,D,STD,USD,1408.9310,174.5570,2388,465.8110,-74.4330,-145.3480,204.7250,323.5160,0.0000,A
145308,20141231,2014,INDL,C,D,STD,USD,1515.1870,301.2120,2358,311.1540,-29.4210,-68.9920,98.6470,231.6190,0.0000,A
145308,20151231,2015,INDL,C,D,STD,USD,1422.0840,241.5260,2234.573,190.0700,-68.5850,-40.3070,32.9450,54.8150,0.0000,A
145308,20161231,2016,INDL,C,D,STD,USD,1270.9760,108.6560,2002.299,200.8110,-212.2220,-37.5300,67.6990,119.0440,0.0000,A
145367,20101231,2010,INDL,C,D,STD,USD,2283.3880,763.9460,245.75,449.1820,-63.2660,-80.6520,273.3710,401.9490,1725.8460,I
145367,20111231,2011,INDL,C,D,STD,USD,2801.3480,546.8110,656.995,330.3960,282.0690,-707.1930,195.6210,207.9890,2180.0480,I
145407,20101231,2010,INDL,C,D,STD,USD,165.7280,11.0720,50.661,27.9700,24.9990,-0.7130,16.0330,-14.3020,,A
145407,20111231,2011,INDL,C,D,STD,USD,208.0130,14.9490,73.261,25.6420,18.4820,1.8890,18.6400,-17.2340,,A
145407,20121231,2012,INDL,C,D,STD,USD,202.2970,45.0040,65.806,16.7870,-10.0670,-2.3980,3.4070,42.3910,,A
145407,20131231,2013,INDL,C,D,STD,USD,283.9510,7.7020,100.269,30.5300,44.5050,-12.3140,15.6300,-70.2770,,A
145407,20141231,2014,INDL,C,D,STD,USD,375.2780,35.8710,143.675,28.0360,60.8030,2.2770,19.8120,-35.1200,,A
145407,20151231,2015,INDL,C,D,STD,USD,316.8750,41.7500,83.174,23.9070,-54.4320,-1.1980,18.3970,63.9110,,A
145407,20161231,2016,INDL,C,D,STD,USD,264.5120,47.7530,48.58,10.5970,-31.5700,1.1050,1.8270,39.5140,,A
145410,20100731,2010,INDL,C,D,STD,USD,,,,,,,,,,I
145410,20110731,2011,INDL,C,D,STD,USD,,,,,,,,,,I
145410,20120731,2012,INDL,C,D,STD,USD,,,,,,,,,,I
145411,20110531,2010,INDL,C,D,STD,USD,,,,,,,,,,I
145411,20120531,2011,INDL,C,D,STD,USD,,,,,,,,,,I
145412,20110531,2010,INDL,C,D,STD,USD,,,,,,,,,,I
145412,20120531,2011,INDL,C,D,STD,USD,,,,,,,,,,I
145413,20100731,2010,INDL,C,D,STD,USD,,,,,,,,,,I
145413,20110731,2011,INDL,C,D,STD,USD,,,,,,,,,,I
145413,20120731,2012,INDL,C,D,STD,USD,,,,,,,,,,I
145414,20101031,2010,INDL,C,D,STD,USD,,,,,,,,,,A
145414,20111031,2011,INDL,C,D,STD,USD,,,,,,,,,,A
145414,20121031,2012,INDL,C,D,STD,USD,,,,,,,,,,A
145414,20131031,2013,INDL,C,D,STD,USD,,,,,,,,,,A
145414,20141031,2014,INDL,C,D,STD,USD,,,,,,,,,,A
145414,20151031,2015,INDL,C,D,STD,USD,,,,,,,,,,A
145414,20161031,2016,INDL,C,D,STD,USD,,,,,,,,,,A
145414,20171031,2017,INDL,C,D,STD,USD,,,,,,,,,,A
145415,20100831,2010,INDL,C,D,STD,USD,,,,,,,,,,I
145415,20110831,2011,INDL,C,D,STD,USD,,,,,,,,,,I
145415,20120831,2012,INDL,C,D,STD,USD,,,,,,,,,,I
145415,20130831,2013,INDL,C,D,STD,USD,,,,,,,,,,I
145415,20140831,2014,INDL,C,D,STD,USD,,,,,,,,,,I
145415,20150831,2015,INDL,C,D,STD,USD,,,,,,,,,,I
145415,20160831,2016,INDL,C,D,STD,USD,,,,,,,,,,I
145416,20100930,2010,INDL,C,D,STD,USD,43.6260,16.0750,0.078,6.8480,-1.4560,0.9310,6.7050,10.4310,16.0750,I
145416,20110930,2011,INDL,C,D,STD,USD,45.0780,18.1070,0.024,3.1810,-0.0870,-1.5770,2.6670,3.6960,18.1060,I
145552,20101231,2010,INDL,C,D,STD,USD,1943.8820,433.9140,330.641,157.0690,72.0890,-210.6070,94.8360,168.9320,1052.4460,A
145552,20111231,2011,INDL,C,D,STD,USD,2190.3360,573.6980,351.578,190.3240,6.9120,-129.0760,111.2180,261.6960,1224.4920,A
145552,20121231,2012,INDL,C,D,STD,USD,2741.6820,843.9520,538.854,0.9120,179.4730,-187.9100,1.8590,278.6910,1622.5690,A
145552,20131231,2013,INDL,C,D,STD,USD,3529.3000,974.3040,668.762,277.4170,153.6950,-342.1000,165.0990,382.5260,1887.2440,A
145552,20141231,2014,INDL,C,D,STD,USD,5838.0000,1610.0000,893,464.0000,198.0000,-848.0000,271.0000,1223.0000,3030.0000,A
145552,20151231,2015,INDL,C,D,STD,USD,7339.0000,1760.0000,1221,726.0000,305.0000,-813.0000,355.0000,658.0000,3902.0000,A
145552,20161231,2016,INDL,C,D,STD,USD,20197.0000,3930.0000,4655,1349.0000,2717.0000,-2397.0000,562.0000,1851.0000,8843.0000,A
145636,20100930,2010,INDL,C,D,STD,USD,1188.5340,143.5030,,7.6220,-69.1070,251.8250,5.9350,-0.9190,133.1830,A
145636,20110930,2011,INDL,C,D,STD,USD,1171.7100,9.7810,,11.4550,-261.9800,176.2680,2.3050,-0.1650,158.7370,A
145636,20120930,2012,INDL,C,D,STD,USD,1032.2200,13.2210,,16.1000,-144.6030,104.6840,4.9790,-1.0140,190.4340,A
145636,20130930,2013,INDL,C,D,STD,USD,1089.4060,10.0700,,17.2760,56.6910,-1.5200,6.2560,-2.5470,216.8630,A
145636,20140930,2014,INDL,C,D,STD,USD,1010.3610,10.9970,,15.5440,-96.2570,25.4360,5.9550,8.8310,190.4880,A
145636,20150930,2015,INDL,C,D,STD,USD,1027.0790,9.9220,,14.4220,0.4570,-88.1240,5.5720,18.5470,186.0610,A
145636,20160930,2016,INDL,C,D,STD,USD,1438.3890,14.4730,,26.3340,57.0290,-3.7850,11.8630,8.2620,208.1320,A
145636,20170930,2017,INDL,C,D,STD,USD,1640.1590,25.4550,,34.5870,34.0210,7.2170,14.4360,19.2510,185.8620,A
145701,20101231,2010,INDL,C,D,STD,USD,145631.1000,1877.4000,1587.9,792.4000,-3182.2000,27.5000,699.3000,2791.7000,122339.8000,A
145701,20111231,2011,INDL,C,D,STD,USD,148298.0000,2833.9000,1575.7,864.6000,-1554.7000,-202.1000,715.0000,2713.3000,124868.9000,A
145701,20121231,2012,INDL,C,D,STD,USD,161926.5000,4177.2000,2684,877.6000,-126.2000,-1611.4000,805.9000,3080.9000,136670.5000,A
145701,20131231,2013,INDL,C,D,STD,USD,208191.4000,2371.8000,2620.4,990.6000,-2800.3000,-1226.3000,912.7000,2221.2000,182651.2000,A
145701,20141231,2014,INDL,C,D,STD,USD,219087.0000,1863.9000,2546.4,1346.5000,-2438.1000,-1172.7000,1144.1000,3102.9000,193493.8000,A
145701,20151231,2015,INDL,C,D,STD,USD,218685.9000,2564.8000,3300.4,1288.5000,-508.6000,-3167.6000,1234.0000,4377.1000,191726.4000,A
145701,20161231,2016,INDL,C,D,STD,USD,228014.3000,2719.6000,3132.2,1445.4000,1450.9000,-5153.9000,1316.5000,3857.8000,199900.1000,A
145701,20171231,2017,INDL,C,D,STD,USD,253941.2000,2470.8000,3178.4,2252.2000,,,2310.4000,,,A
145729,20101231,2010,INDL,C,D,STD,USD,1297.5010,10.6510,708,122.7990,-58.9170,-122.7870,68.4580,183.6960,0.0000,I
145766,20101231,2010,INDL,C,D,STD,USD,,,,,,,,,,A
145766,20111231,2011,INDL,C,D,STD,USD,,,,,,,,,,A
145766,20121231,2012,INDL,C,D,STD,USD,,,,,,,,,,A
145766,20131231,2013,INDL,C,D,STD,USD,,,,,,,,,,A
145766,20141231,2014,INDL,C,D,STD,USD,,,,,,,,,,A
145766,20151231,2015,INDL,C,D,STD,USD,,,,,,,,,,A
145766,20161231,2016,INDL,C,D,STD,USD,,,,,,,,,,A
145766,20171231,2017,INDL,C,D,STD,USD,,,,,,,,,,A
145767,20101231,2010,INDL,C,D,STD,USD,,,,,,,,,,A
145767,20111231,2011,INDL,C,D,STD,USD,,,,,,,,,,A
145767,20121231,2012,INDL,C,D,STD,USD,,,,,,,,,,A
145767,20131231,2013,INDL,C,D,STD,USD,,,,,,,,,,A
145767,20141231,2014,INDL,C,D,STD,USD,,,,,,,,,,A
145767,20151231,2015,INDL,C,D,STD,USD,,,,,,,,,,A
145767,20161231,2016,INDL,C,D,STD,USD,,,,,,,,,,A
145767,20171231,2017,INDL,C,D,STD,USD,,,,,,,,,,A
145768,20101231,2010,INDL,C,D,STD,USD,,,,,,,,,,A
145768,20111231,2011,INDL,C,D,STD,USD,,,,,,,,,,A
145768,20121231,2012,INDL,C,D,STD,USD,,,,,,,,,,A
145768,20131231,2013,INDL,C,D,STD,USD,,,,,,,,,,A
145768,20141231,2014,INDL,C,D,STD,USD,,,,,,,,,,A
145768,20151231,2015,INDL,C,D,STD,USD,,,,,,,,,,A
145768,20161231,2016,INDL,C,D,STD,USD,,,,,,,,,,A
145768,20171231,2017,INDL,C,D,STD,USD,,,,,,,,,,A
145977,20101231,2010,INDL,C,D,STD,USD,3354.2170,59.2090,301.824,584.9330,-507.6180,-199.3500,346.0530,666.1590,0.0000,A
145977,20111231,2011,INDL,C,D,STD,USD,3655.7540,57.9010,415.984,664.6420,-540.1830,-289.9740,394.6820,828.8490,0.0000,A
145977,20121231,2012,INDL,C,D,STD,USD,4613.8140,598.1110,605.088,657.3150,127.9070,-272.9780,387.6700,685.2810,0.0000,A
145977,20131231,2013,INDL,C,D,STD,USD,5564.7740,1112.4710,1053.584,693.3050,331.2170,-362.1070,391.7580,545.2500,0.0000,A
145977,20141231,2014,INDL,C,D,STD,USD,7962.3580,104.6710,1636.893,933.9440,575.9110,-2288.2370,493.8250,708.9910,,A
145977,20151231,2015,INDL,C,D,STD,USD,8134.5650,90.7820,1213.759,952.8390,-445.9520,-253.3660,473.3980,689.6420,,A
145977,20161231,2016,INDL,C,D,STD,USD,8315.0330,135.1780,1043.255,860.4260,-194.6910,-262.0440,459.6220,500.8740,,A
145979,20101231,2010,INDL,C,D,STD,USD,874.0500,78.4660,302.031,-5.6290,28.2350,4.0730,-75.7300,-10.3630,3.9710,I
145979,20111231,2011,INDL,C,D,STD,USD,868.8620,56.9150,323.082,28.7180,20.0000,-40.0140,-17.0310,-1.5370,0.0000,I
145979,20121231,2012,INDL,C,D,STD,USD,677.8160,26.7510,324.133,-9.5590,0.0000,-58.1940,-178.0070,28.0300,0.0000,I
145979,20131231,2013,INDL,C,D,STD,USD,611.7770,33.4260,330.183,-1.2320,3.6670,8.0890,-38.3130,-5.0810,0.0000,I
145979,20141231,2014,INDL,C,D,STD,USD,598.4220,29.7730,323.234,32.6380,-11.1570,-25.0110,-2.3070,32.5150,,I
145979,20151231,2015,INDL,C,D,STD,USD,606.7160,29.7590,307.351,33.8340,-18.1980,-24.5530,-7.6340,42.7370,,I
146017,20100831,2010,INDL,C,D,STD,USD,1503.6000,191.0000,353.3,166.1000,59.2000,-44.3000,79.6000,160.5000,194.1000,A
146017,20110831,2011,INDL,C,D,STD,USD,1597.4000,170.2000,353.4,188.7000,-71.8000,-112.5000,105.5000,161.1000,172.2000,A
146017,20120831,2012,INDL,C,D,STD,USD,1736.9000,284.5000,353.5,225.7000,-18.7000,-35.1000,116.3000,172.2000,285.8000,A
146017,20130831,2013,INDL,C,D,STD,USD,1903.8000,359.1000,353.6,246.9000,1.1000,-58.5000,127.4000,132.3000,359.8000,A
146017,20140831,2014,INDL,C,D,STD,USD,2168.1000,552.5000,353.6,293.1000,-6.3000,-34.3000,175.8000,233.1000,553.1000,A
146017,20150831,2015,INDL,C,D,STD,USD,2429.6000,756.8000,352.4,391.9000,-3.9000,-72.4000,222.1000,288.9000,757.3000,A
146017,20160831,2016,INDL,C,D,STD,USD,2948.0000,413.2000,355.2,506.1000,19.4000,-704.7000,290.8000,345.7000,413.7000,A
146017,20170831,2017,INDL,C,D,STD,USD,2899.6000,311.1000,356.9,531.7000,-371.4000,-48.8000,321.7000,316.2000,0.0000,A
146081,20101231,2010,INDL,C,D,STD,USD,,,,,,,,,,A
146081,20111231,2011,INDL,C,D,STD,USD,,,,,,,,,,A
146081,20121231,2012,INDL,C,D,STD,USD,,,,,,,,,,A
146081,20131231,2013,INDL,C,D,STD,USD,,,,,,,,,,A
146081,20141231,2014,INDL,C,D,STD,USD,,,,,,,,,,A
