"","Company code","Report date","Fiscal year","Earnings","Cash Flow","Leverage Ratio(Book-based)","Leverage Ration(Market-based)"
"4844",8133,20141231,2014,144.527,-202.202,0.32160175775526,NA
"4845",8148,20101231,2010,9.306,-20.304,0.565665743787433,308.977886977887
"4846",8148,20111231,2011,13.724,4.936,0.490191780108348,357.92234548336
"4847",8148,20121231,2012,32.32,1.909,0.469632102018846,812.845323741007
"4848",8148,20131231,2013,17.875,2.05400000000001,0.526833456315637,550.81352833638
"4849",8148,20141231,2014,22.116,3.713,0.517071196177759,5451.76785714286
"4850",8148,20151231,2015,20.517,-7.608,0.542266189815769,11021.1875
"4851",8148,20161231,2016,24.422,4.684,0.55077340495879,321.369928400955
"4852",8151,20101231,2010,334.632,1.63499999999999,NA,NA
"4853",8151,20111231,2011,360.594,43.778,NA,NA
"4854",8151,20121231,2012,360.619,508.806,NA,NA
"4855",8151,20131231,2013,266.533,-434.305,NA,NA
"4856",8151,20141231,2014,314.107,23.886,NA,NA
"4857",8151,20151231,2015,244.977,-75.1500000000001,NA,NA
"4858",8151,20161231,2016,352.039,151.377,NA,NA
"4859",8169,20101231,2010,34.145,13.846,0.203711042252535,39.7886229406279
"4860",8169,20111231,2011,47.339,-29.622,0.12843101448461,3840
"4861",8169,20121231,2012,-45.579,109.524,0.0979614827694936,3.6857866850956
"4862",8169,20131231,2013,40.001,-95.508,0,0
"4863",8169,20141231,2014,35.38,-24.788,0.28674567589838,39.2438120450033
"4864",8169,20151231,2015,56.771,25.735,0.22702222205248,37.5385222608147
"4865",8169,20161231,2016,79.438,54.19,0.080121279931236,7.52051063829787
"4866",8176,20101231,2010,-3.025,-0.357,0.162311825751671,27.1027397260274
"4867",8176,20111231,2011,3.147,-0.255,0.119082287198457,13.2719298245614
"4868",8176,20121231,2012,-0.135,-1.099,0.00164157591287636,0.163346613545817
"4869",8176,20131231,2013,-2.57,1.952,0,0
"4870",8199,20101231,2010,-1.344,-3.86600000000001,NA,NA
"4871",8199,20111231,2011,-13.243,14.303,NA,NA
"4872",8199,20121231,2012,-5.273,36.368,NA,NA
"4873",8199,20131231,2013,50.865,-51.212,NA,NA
"4874",8199,20141231,2014,57.723,-2.00700000000001,NA,NA
"4875",8199,20151231,2015,59.345,1.4210854715202e-14,NA,NA
"4876",8199,20161231,2016,62.321,-2.8421709430404e-14,NA,NA
"4877",8210,20101231,2010,-134.243,-221.041,0.468319208470061,1474.52858203415
"4878",8210,20111231,2011,-192.916,-198.772,0.512075678132953,152.475607055871
"4879",8210,20141231,2014,-152.273,-212.701,0.485572928897529,3.2565456163496
"4880",8210,20151231,2015,283.96,113.61,0.406358627546297,2.54744376043246
"4881",8210,20151231,2015,283.96,113.61,0.406358627546297,2.54744376043246
"4882",8210,20161231,2016,-293.614,-221.606,0.509542482899028,2.53744931934491
"4883",8213,20101231,2010,110.579,63.077,0.115752736357454,NA
"4884",8213,20111231,2011,115.198,-23.275,0.110208725533756,51.0847619047619
"4885",8213,20121231,2012,109.003,-40.784,0.0985599952167436,197.81
"4886",8213,20131231,2013,110.882,1.49600000000001,0.093046080922806,NA
"4887",8213,20141231,2014,66.503,-42.452,0.224394111879553,NA
"4888",8213,20151231,2015,103.409,108.891,0.207925942458889,NA
"4889",8213,20161231,2016,108.787,20.245,0.209506606931022,NA
"4890",8214,20101231,2010,933,-511,0.228276054763901,46.6857142857143
"4891",8214,20111231,2011,276,18,0.256941676630796,138.142857142857
"4892",8214,20121231,2012,-19,1,0.274841437632135,693.333333333333
"4893",8214,20131231,2013,204,4,0.265071269778998,88.1304347826087
"4894",8214,20141231,2014,226,13,0.263931171409662,153.384615384615
"4895",8214,20151231,2015,330,40,0.252710027100271,133.214285714286
"4896",8214,20161231,2016,393,40,0.271541144554967,131.375
"4897",8215,20101231,2010,-47,-175,0.412241131843346,502.625
"4898",8215,20111231,2011,-510,-246,0.414855478377773,284.846153846154
"4899",8215,20121231,2012,184,15,0.404396371249128,869.25
"4900",8215,20131231,2013,184,-41,0.387338163677396,815.25
"4901",8215,20141231,2014,75,150,0.424153728684144,NA
"4902",8215,20151231,2015,135,-83,0.57456745568411,NA
"4903",8215,20161231,2016,209,106,0.56551724137931,NA
"4904",8219,20110131,2010,78.658,35.775,0.263335070218507,Inf
"4905",8219,20120131,2011,29.38,-30.8,0.203070656923412,214.089026915114
"4906",8219,20130131,2012,31.317,-6.011,0.195212832916719,Inf
"4907",8219,20140131,2013,45.291,0.542000000000002,0.219338280421804,Inf
"4908",8219,20150131,2014,45.758,-2.56499999999998,0.162528853591952,7.91260377358491
"4909",8219,20160131,2015,30.562,-0.0389999999999873,0.0754689457516003,NA
"4910",8219,20170131,2016,52.461,-0.559000000000012,0.133558779786882,NA
"4911",8229,20101231,2010,0.681,0.328000000000001,0.150915226505778,NA
"4912",8229,20111231,2011,2.555,-0.431,0.126647490662431,NA
"4913",8229,20121231,2012,5.411,0.252,0.141831499175082,NA
"4914",8229,20131231,2013,3.225,-0.282,0.138295674386281,NA
"4915",8229,20141231,2014,2.08,0.657999999999998,0.132191143467075,NA
"4916",8229,20151231,2015,3.544,-0.0700000000000003,0.0919691688628184,NA
"4917",8229,20161231,2016,6.901,2.821,0.00186860557621506,NA
"4918",8240,20101231,2010,48,48,0.502750665483585,0.908740978348035
"4919",8240,20111231,2011,-127,221,0.470594251815485,1.06553960166744
"4920",8240,20121231,2012,34,415,0.488493179214829,1.34220314735336
"4921",8240,20131231,2013,135,420,0.542834538878843,2.22258213789912
"4922",8240,20141231,2014,81,14,0.219040968342644,0.481822836661546
"4923",8240,20151231,2015,-145,-353,0.198795180722892,0.440266828380837
"4924",8240,20161231,2016,-202,0,0.222362204724409,0.506456241032999
"4925",8245,20101231,2010,3412,-991,NA,NA
"4926",8245,20111231,2011,3056,808,NA,NA
"4927",8245,20121231,2012,3013,1115,NA,NA
"4928",8245,20131231,2013,4220,-1177,NA,NA
"4929",8245,20141231,2014,4184,317,NA,NA
"4930",8245,20151231,2015,4106,-295,NA,NA
"4931",8245,20161231,2016,3903,814,NA,NA
"4932",8247,20101231,2010,769,257,0.27025041736227,5.31800262812089
"4933",8247,20111231,2011,1095,157,0.253719927687387,26.2517985611511
"4934",8247,20121231,2012,941,-175,0.250094470336314,6.08116385911179
"4935",8247,20131231,2013,3231,-185,0.212822290865536,9.40389972144847
"4936",8247,20141231,2014,2102,-298,0.222373883865097,9.42168674698795
"4937",8247,20151231,2015,1406,688,0.251581166549543,12.2393162393162
"4938",8247,20161231,2016,877,577,0.273764981926565,25.5443786982249
"4939",8253,20101231,2010,457.6,123.9,0.221271453762444,6.83803734259661
"4940",8253,20111231,2011,1042.3,119.7,0.173636061888928,3.26772602739726
"4941",8253,20121231,2012,1111.6,-859.5,0.244532365604097,3.80288862915345
"4942",8253,20131231,2013,1171.3,498.5,0.297092953125377,4.68065374382364
"4943",8253,20141231,2014,1358.8,71.1999999999998,0.277644673792849,4.20562738759918
"4944",8253,20151231,2015,1604,384.6,0.282873357397986,3.76649426012363
"4945",8253,20161231,2016,521.7,-87,0.301987993546168,4.94933693321687
"4946",8264,20101231,2010,1113,-236,NA,NA
"4947",8264,20111231,2011,858,222,NA,NA
"4948",8264,20121231,2012,830,-112,NA,NA
"4949",8264,20131231,2013,828,-105,NA,NA
"4950",8264,20141231,2014,1450,-145,NA,NA
"4951",8264,20151231,2015,888,-28,NA,NA
"4952",8264,20161231,2016,1407,54,NA,NA
"4953",8266,20110430,2010,-0.487,2.5,0.308669930640555,NA
"4954",8266,20120430,2011,-7.929,-0.456,0.336668496939377,NA
"4955",8266,20130430,2012,0.037,1.524,0.305433754621271,NA
"4956",8266,20140430,2013,0.448,1.015,0.275626576204611,NA
"4957",8266,20150430,2014,1.807,0.803,0.170363674292469,NA
"4958",8266,20160430,2015,1.301,3.041,0.291556294257172,NA
"4959",8266,20170430,2016,0.564,-0.951000000000001,0.228350183649513,NA
"4960",8272,20101231,2010,749,802,NA,NA
"4961",8272,20111231,2011,1365,-669,NA,NA
"4962",8272,20121231,2012,865,215,NA,NA
"4963",8272,20131231,2013,1009,433,NA,NA
